18
73,0,B,3,0,3,3,X,0
91,1,B,3,0,3,3,X,0
21,0,B,3,3,6,5,X,1
80,1,B,5,3,8,6,X,2
70,2,B,4,0,4,6,X,0
62,2,B,4,4,8,7,X,1
8,0,B,2,6,8,7,X,1
74,3,B,6,0,6,9,X,0
30,3,B,6,6,12,10,X,2
96,4,B,5,0,5,10,X,0
98,4,B,4,5,9,10,X,0
86,0,B,3,8,11,11,X,0
34,1,B,5,8,13,14,X,0
1,0,B,2,11,13,14,X,0
29,2,B,6,8,14,17,X,0
76,0,B,3,13,16,17,X,0
77,1,B,3,13,16,17,X,0
93,2,B,2,14,16,17,X,0
19,3,B,5,12,17,18,X,0
59,4,B,5,9,14,18,X,0
95,4,B,5,14,19,18,X,1
49,0,B,6,16,22,20,X,2
67,1,B,6,16,22,21,X,1
75,2,B,5,16,21,22,X,0
40,3,B,3,17,20,22,X,0
35,2,B,3,21,24,24,X,0
25,3,B,5,20,25,25,X,0
10,0,B,3,22,25,25,X,0
47,5,D,4,0,4,4,X,0
55,5,D,5,4,9,9,X,0
36,6,D,5,0,5,10,X,0
22,6,D,3,5,8,10,X,0
99,5,D,2,9,11,11,X,0
46,6,D,6,8,14,12,X,2
81,5,D,2,11,13,12,X,1
94,7,D,5,0,5,13,X,0
84,7,D,2,5,7,14,X,0
9,7,D,5,7,12,15,X,0
26,5,D,3,13,16,17,X,0
92,6,D,3,14,17,17,X,0
66,7,D,6,12,18,18,X,0
45,5,D,4,16,20,19,X,1
3,6,D,6,17,23,21,X,2
64,8,D,6,0,6,21,X,0
38,7,D,5,18,23,23,X,0
87,8,D,5,6,11,24,X,0
51,9,A,2,0,2,4,X,0
23,9,A,4,2,6,6,X,0
42,9,A,3,6,9,9,X,0
33,10,A,6,0,6,10,X,0
43,10,A,4,6,10,10,X,0
17,9,A,3,9,12,12,X,0
78,10,A,5,10,15,13,X,2
6,9,A,4,12,16,18,X,0
50,9,A,4,16,20,20,X,0
32,9,A,2,20,22,23,X,0
44,10,A,2,15,17,23,X,0
85,11,C,2,0,2,8,X,0
61,11,C,4,2,6,14,X,0
54,11,C,6,6,12,18,X,0
20,11,C,4,12,16,19,X,0
7,8,C,6,13,19,20,O,0
12,11,C,3,16,19,21,X,0
14,8,C,3,19,22,22,X,0
71,11,C,2,19,21,23,X,0
83,11,C,6,21,27,25,X,2
39,12,F,2,0,2,2,X,0
52,12,F,2,2,4,3,X,1
24,13,F,4,0,4,5,X,0
18,12,F,5,4,9,10,X,0
27,13,F,3,4,7,11,X,0
56,13,F,6,7,13,12,X,1
4,12,F,3,9,12,14,X,0
58,12,F,6,12,18,18,X,0
65,13,F,4,13,17,18,X,0
57,14,E,4,0,4,5,X,0
2,14,E,5,4,9,7,X,2
90,15,E,3,0,3,8,X,0
37,15,E,3,3,6,10,X,0
97,15,E,2,6,8,10,X,0
72,15,E,4,8,12,11,X,1
89,14,E,4,9,13,11,X,2
41,14,E,4,13,17,20,X,0
0,14,E,5,17,22,24,X,0
11,16,G,6,0,6,6,X,0
68,16,G,2,6,8,13,X,0
82,16,G,4,8,12,15,X,0
15,16,G,6,12,18,22,X,0
5,16,G,3,18,21,22,X,0
53,17,I,5,0,5,5,X,0
88,17,I,6,5,11,8,X,3
13,17,I,6,11,17,17,X,0
69,17,I,4,17,21,18,X,3
16,17,L,4,23,27,9,O,4
79,17,L,4,27,31,12,X,4
60,17,L,2,31,33,12,X,2
48,15,L,5,14,19,16,O,3
28,17,J,5,35,40,5,O,5
63,17,M,5,42,47,12,O,5
31,17,K,2,49,51,11,O,2
