18
6,0,A,2,0,2,3,X,0
0,1,J,3,0,3,4,X,0
38,2,D,3,0,3,4,X,0
65,2,D,2,3,5,4,X,1
46,3,C,4,0,4,5,X,0
3,4,D,5,0,5,6,X,0
10,5,D,6,0,6,6,X,0
11,6,F,4,0,4,6,X,0
67,7,D,3,0,3,6,X,0
68,8,C,6,0,6,6,X,0
80,9,B,6,0,6,6,X,0
87,10,B,5,0,5,6,X,0
96,0,A,2,2,4,6,X,0
35,10,B,2,5,7,7,X,0
44,1,J,5,3,8,7,X,1
59,11,H,4,0,4,7,X,0
61,12,E,4,0,4,7,X,0
5,13,B,4,0,4,8,X,0
89,14,G,6,0,6,8,X,0
25,3,C,5,4,9,9,X,0
27,2,D,2,5,7,9,X,0
63,15,L,4,0,4,9,X,0
64,8,C,3,6,9,9,X,0
92,16,I,2,0,2,9,X,0
95,12,E,6,4,10,9,X,1
9,16,C,2,4,6,10,O,0
15,6,F,3,4,7,10,X,0
20,0,A,5,4,9,10,X,0
43,13,B,5,4,9,10,X,0
47,7,D,6,3,9,10,X,0
73,17,A,3,0,3,10,X,0
90,6,F,2,7,9,10,X,0
58,16,C,5,6,11,11,X,0
75,4,D,6,5,11,11,X,0
84,2,D,2,7,9,11,X,0
28,9,B,4,6,10,12,X,0
29,14,G,6,6,12,12,X,0
39,9,B,2,10,12,12,X,0
48,3,C,4,9,13,12,X,1
53,12,E,6,10,16,12,X,4
54,15,L,5,4,9,12,X,0
99,6,F,6,9,15,12,X,3
37,15,L,6,9,15,13,X,2
8,5,D,6,6,12,14,X,0
49,8,C,6,9,15,14,X,1
51,0,A,5,9,14,14,X,0
70,2,D,5,9,14,14,X,0
32,17,A,3,3,6,15,X,0
57,11,H,6,4,10,15,X,0
76,17,A,5,6,11,15,X,0
7,10,B,5,7,12,16,X,0
14,1,J,3,8,11,16,X,0
31,11,E,6,12,18,16,O,2
60,16,C,5,11,16,16,X,0
74,9,B,2,12,14,16,X,0
88,6,F,4,15,19,16,X,3
91,10,B,4,12,16,16,X,0
94,13,B,6,9,15,16,X,0
40,4,D,6,11,17,17,X,0
71,14,I,2,14,16,17,O,0
1,2,D,4,14,18,18,X,0
24,0,A,2,14,16,18,X,0
62,3,C,4,13,17,18,X,0
78,12,E,2,16,18,18,X,0
81,1,B,5,13,18,18,O,0
85,6,F,4,19,23,18,X,4
26,3,C,2,17,19,19,X,0
45,9,B,2,14,16,19,X,0
50,17,A,5,11,16,19,X,0
52,9,B,2,16,18,19,X,0
66,13,B,6,15,21,19,X,2
98,0,A,4,16,20,19,X,1
12,8,H,5,17,22,20,O,2
34,4,D,3,17,20,20,X,0
72,11,E,2,18,20,20,X,0
82,14,I,6,16,22,20,X,2
93,7,B,5,11,16,20,O,0
97,15,L,5,15,20,20,X,0
2,17,A,4,16,20,21,X,0
13,5,M,5,14,19,21,O,0
16,15,L,6,20,26,21,X,5
33,3,C,2,19,21,21,X,0
55,16,K,6,18,24,21,O,3
56,7,B,5,16,21,21,X,0
18,10,B,6,16,22,22,X,0
23,2,D,3,18,21,22,X,0
83,16,K,5,24,29,22,X,5
19,12,E,6,18,24,23,X,1
21,1,B,6,18,24,23,X,1
22,7,B,2,21,23,23,X,0
30,5,J,6,21,27,23,O,4
86,16,K,6,29,35,23,X,6
4,4,D,5,20,25,24,X,1
42,0,A,4,20,24,24,X,0
69,9,B,2,18,20,24,X,0
17,9,B,5,20,25,25,X,0
36,11,E,4,20,24,25,X,0
41,13,B,4,21,25,25,X,0
77,17,A,6,20,26,25,X,1
79,0,A,2,24,26,25,X,1
