18
75,0,B,2,0,2,3,X,0
93,0,B,3,2,5,5,X,0
62,1,B,6,0,6,6,X,0
42,2,B,5,0,5,7,X,0
50,3,B,5,0,5,7,X,0
89,0,B,2,5,7,7,X,0
41,1,B,3,6,9,9,X,0
76,2,B,5,5,10,9,X,1
1,0,B,2,7,9,10,X,0
99,3,B,5,5,10,10,X,0
47,0,B,3,9,12,11,X,1
5,1,B,5,9,14,13,X,1
37,2,B,2,10,12,13,X,0
56,3,B,2,10,12,13,X,0
33,4,B,5,0,5,15,X,0
15,0,B,3,12,15,16,X,0
18,1,B,2,14,16,16,X,0
86,2,B,4,12,16,17,X,0
25,0,B,3,15,18,19,X,0
67,1,B,3,16,19,19,X,0
68,3,B,6,12,18,19,X,0
71,2,B,3,16,19,19,X,0
88,4,B,6,5,11,19,X,0
6,4,B,6,11,17,20,X,0
10,4,B,4,17,21,20,X,1
32,5,B,5,0,5,20,X,0
65,5,B,5,5,10,20,X,0
22,0,B,2,18,20,21,X,0
14,5,B,6,10,16,23,X,0
69,5,B,6,16,22,23,X,0
16,1,B,6,19,25,25,X,0
55,0,B,5,20,25,25,X,0
21,6,E,6,0,6,6,X,0
49,7,E,4,0,4,8,X,0
80,7,E,6,4,10,10,X,0
72,6,E,5,6,11,12,X,0
26,7,E,5,10,15,14,X,1
92,6,E,2,11,13,16,X,0
82,8,E,6,0,6,17,X,0
36,6,E,6,13,19,22,X,0
52,7,E,5,15,20,22,X,0
74,8,E,6,6,12,22,X,0
84,8,E,6,12,18,22,X,0
30,6,E,5,19,24,24,X,0
17,9,F,4,0,4,4,X,0
64,10,F,5,0,5,6,X,0
39,11,F,5,0,5,7,X,0
3,12,F,6,0,6,8,X,0
96,9,F,2,4,6,8,X,0
90,10,F,4,5,9,9,X,0
58,9,F,6,6,12,12,X,0
77,11,F,4,5,9,12,X,0
94,10,F,4,9,13,14,X,0
59,9,F,2,12,14,16,X,0
61,11,F,6,9,15,17,X,0
45,9,F,4,14,18,21,X,0
20,13,D,6,0,6,6,X,0
95,14,D,4,0,4,7,X,0
43,13,D,2,6,8,11,X,0
81,14,D,5,4,9,11,X,0
51,15,D,6,0,6,12,X,0
31,13,D,6,8,14,15,X,0
70,13,D,2,14,16,16,X,0
0,13,D,3,16,19,19,X,0
28,14,D,2,9,11,19,X,0
23,14,D,2,11,13,20,X,0
29,14,D,5,13,18,20,X,0
73,13,D,6,19,25,25,X,0
78,16,C,2,0,2,6,X,0
35,16,C,4,2,6,8,X,0
7,16,C,5,6,11,12,X,0
83,16,C,2,11,13,14,X,0
4,15,C,3,8,11,15,O,0
34,15,C,5,11,16,16,X,0
97,12,C,6,8,14,17,O,0
66,12,C,5,14,19,19,X,0
12,12,C,4,19,23,23,X,0
60,15,C,4,16,20,24,X,0
24,17,A,2,0,2,3,X,0
79,17,A,3,2,5,6,X,0
19,17,A,3,5,8,12,X,0
38,17,A,3,8,11,16,X,0
8,17,A,6,11,17,24,X,0
40,17,A,4,17,21,24,X,0
87,17,A,4,21,25,25,X,0
44,17,H,6,27,33,7,O,6
54,17,H,6,33,39,10,X,6
98,16,H,4,15,19,22,O,0
27,16,H,5,19,24,24,X,0
63,17,M,4,41,45,4,O,4
53,17,M,6,45,51,6,X,6
91,14,M,5,20,25,25,O,0
57,17,K,6,53,59,9,O,6
85,10,K,5,15,20,18,O,2
11,10,K,3,20,23,23,X,0
13,17,L,5,61,66,6,O,5
48,17,L,6,66,72,14,X,6
46,17,J,5,74,79,9,O,5
9,11,G,2,17,19,23,O,0
2,15,I,2,22,24,25,O,0
