18
53,0,B,2,0,2,2,X,0
59,1,F,3,0,3,3,X,0
15,2,E,3,0,3,4,X,0
19,2,E,2,3,5,4,X,1
49,3,M,3,0,3,4,X,0
51,4,C,3,0,3,4,X,0
8,5,B,5,0,5,5,X,0
13,0,B,2,2,4,5,X,0
14,6,C,4,0,4,5,X,0
24,7,H,3,0,3,5,X,0
54,3,M,3,3,6,5,X,1
64,8,H,5,0,5,5,X,0
65,9,A,5,0,5,5,X,0
90,10,D,5,0,5,5,X,0
40,4,C,2,3,5,6,X,0
56,11,G,6,0,6,6,X,0
61,12,D,4,0,4,6,X,0
83,13,K,6,0,6,6,X,0
12,12,D,3,4,7,7,X,0
21,2,E,2,5,7,7,X,0
25,14,D,4,0,4,7,X,0
31,14,D,3,4,7,7,X,0
50,15,A,6,0,6,7,X,0
17,0,B,2,4,6,8,X,0
57,16,B,6,0,6,8,X,0
98,1,F,4,3,7,8,X,0
22,9,A,6,5,11,10,X,1
23,17,M,6,0,6,10,X,0
81,5,B,5,5,10,10,X,0
96,10,D,2,5,7,10,X,0
20,7,I,6,5,11,11,O,0
62,2,E,4,7,11,11,X,0
72,10,D,2,7,9,11,X,0
87,3,M,3,6,9,11,X,0
95,15,A,6,6,12,11,X,1
77,12,D,6,7,13,12,X,1
91,4,C,3,5,8,12,X,0
37,10,D,4,9,13,13,X,0
60,14,D,6,7,13,13,X,0
69,2,E,2,11,13,13,X,0
71,3,M,2,9,11,13,X,0
93,9,A,4,11,15,13,X,2
18,15,A,4,12,16,14,X,2
35,17,E,4,8,12,14,O,0
46,0,B,6,6,12,14,X,0
67,17,E,2,12,14,14,X,0
9,16,B,6,6,12,15,X,0
34,5,B,6,10,16,15,X,1
70,13,D,6,8,14,15,O,0
78,1,F,4,7,11,15,X,0
80,4,C,6,8,14,15,X,0
36,8,H,5,5,10,16,X,0
43,11,L,2,8,10,16,O,0
89,10,D,3,13,16,16,X,0
5,0,B,4,12,16,17,X,0
26,4,C,2,14,16,17,X,0
79,16,B,4,12,16,17,X,0
82,6,C,3,4,7,17,X,0
0,2,E,5,13,18,18,X,0
47,7,I,4,11,15,18,X,0
74,7,I,4,15,19,18,X,1
63,11,G,6,12,18,19,O,0
66,0,B,2,16,18,19,X,0
97,8,H,6,10,16,19,X,0
45,5,B,3,16,19,20,X,0
1,1,F,6,11,17,21,X,0
28,1,F,2,17,19,21,X,0
38,3,M,4,11,15,21,X,0
48,10,D,2,16,18,21,X,0
55,16,B,4,16,20,21,X,0
85,0,B,3,18,21,21,X,0
41,1,F,2,19,21,22,X,0
92,2,E,4,18,22,22,X,0
94,5,B,5,19,24,22,X,2
99,4,C,3,16,19,22,X,0
2,10,D,5,18,23,23,X,0
3,4,C,4,19,23,23,X,0
16,6,C,2,7,9,23,X,0
27,17,B,6,16,22,23,O,0
32,11,G,4,18,22,23,X,0
39,14,F,6,15,21,23,O,0
42,0,B,2,21,23,23,X,0
52,13,F,5,16,21,23,O,0
58,2,E,2,22,24,23,X,1
68,9,A,5,15,20,23,X,0
76,6,C,6,9,15,23,X,0
86,12,B,6,15,21,23,O,0
88,9,A,3,20,23,23,X,0
4,12,B,3,21,24,24,X,0
7,15,A,4,16,20,24,X,0
10,16,B,2,20,22,24,X,0
30,15,A,2,20,22,24,X,0
73,10,D,4,23,27,24,X,3
75,15,A,3,22,25,24,X,1
84,3,M,4,15,19,24,X,0
6,1,F,5,21,26,25,X,1
11,16,B,5,22,27,25,X,2
29,13,F,6,21,27,25,X,2
33,14,F,3,21,24,25,X,0
44,14,F,2,24,26,25,X,1
