18
17,0,B,5,0,5,5,X,0
0,1,B,4,0,4,6,X,0
24,2,B,4,0,4,6,X,0
41,1,B,3,4,7,6,X,1
42,3,B,5,0,5,6,X,0
60,4,B,4,0,4,6,X,0
93,5,B,5,0,5,7,X,0
32,2,B,5,4,9,8,X,1
5,0,B,3,5,8,9,X,0
80,3,B,3,5,8,9,X,0
3,4,B,4,4,8,10,X,0
56,5,B,5,5,10,10,X,0
35,0,B,3,8,11,13,X,0
90,0,B,2,11,13,13,X,0
64,1,B,5,7,12,14,X,0
81,0,B,2,13,15,15,X,0
53,1,B,3,12,15,16,X,0
99,2,B,3,9,12,16,X,0
86,0,B,2,15,17,18,X,0
48,2,B,5,12,17,19,X,0
1,3,B,6,8,14,20,X,0
40,0,B,3,17,20,21,X,0
34,1,B,4,15,19,22,X,0
52,0,B,2,20,22,22,X,0
71,2,B,5,17,22,22,X,0
59,1,B,4,19,23,23,X,0
85,3,B,3,14,17,23,X,0
79,3,B,4,17,21,24,X,0
13,0,B,2,22,24,25,X,0
30,3,B,4,21,25,25,X,0
74,6,D,2,0,2,3,X,0
39,6,D,2,2,4,4,X,0
20,7,D,6,0,6,6,X,0
33,8,D,4,0,4,6,X,0
45,9,D,6,0,6,6,X,0
47,6,D,2,4,6,8,X,0
55,8,D,5,4,9,8,X,1
58,10,D,6,0,6,10,X,0
61,6,D,3,6,9,11,X,0
49,7,D,6,6,12,12,X,0
91,9,D,5,6,11,12,X,0
25,6,D,5,9,14,16,X,0
84,7,D,4,12,16,16,X,0
14,8,D,6,9,15,17,X,0
15,9,D,6,11,17,17,X,0
26,10,D,5,6,11,17,X,0
63,10,D,5,11,16,18,X,0
8,6,D,2,14,16,21,X,0
2,6,D,4,16,20,22,X,0
22,7,D,3,16,19,22,X,0
37,7,D,3,19,22,22,X,0
18,8,D,6,15,21,24,X,0
29,6,D,2,20,22,25,X,0
69,6,D,3,22,25,25,X,0
76,11,C,2,0,2,4,X,0
36,11,C,2,2,4,5,X,0
98,12,C,4,0,4,6,X,0
19,11,C,2,4,6,8,X,0
7,12,C,5,4,9,10,X,0
44,13,C,6,0,6,10,X,0
70,11,C,5,6,11,10,X,1
31,13,C,6,6,12,11,X,1
43,12,C,2,9,11,11,X,0
62,4,C,3,10,13,13,O,0
6,11,C,5,11,16,16,X,0
50,12,C,6,11,17,16,X,1
27,4,C,4,13,17,17,X,0
23,13,C,5,12,17,18,X,0
73,11,C,6,16,22,19,X,3
97,14,F,2,0,2,5,X,0
82,14,F,5,2,7,7,X,0
9,15,F,6,0,6,8,X,0
94,14,F,6,7,13,15,X,0
72,15,F,4,6,10,16,X,0
16,14,F,5,13,18,18,X,0
51,15,F,6,10,16,18,X,0
89,15,F,2,16,18,18,X,0
68,14,F,2,18,20,19,X,1
10,15,F,5,18,23,23,X,0
92,14,F,3,20,23,24,X,0
77,16,E,3,0,3,4,X,0
4,16,E,3,3,6,8,X,0
78,16,E,2,6,8,14,X,0
54,16,E,2,8,10,16,X,0
67,16,E,5,10,15,25,X,0
87,17,A,5,0,5,9,X,0
11,17,A,5,5,10,14,X,0
46,17,A,2,10,12,16,X,0
57,17,M,5,14,19,11,O,5
83,17,M,2,19,21,20,X,1
38,17,M,4,21,25,25,X,0
28,17,J,3,27,30,3,O,3
75,5,J,5,12,17,19,O,0
88,17,G,4,32,36,5,O,4
66,17,G,3,36,39,8,X,3
21,16,L,6,17,23,21,O,2
95,17,I,2,41,43,6,O,2
96,17,I,3,43,46,16,X,3
65,17,H,3,48,51,15,O,3
12,13,K,2,19,21,21,O,0
