18
15,0,D,3,0,3,3,X,0
21,1,C,2,0,2,3,X,0
95,2,B,2,0,2,3,X,0
31,3,D,2,0,2,4,X,0
6,1,C,3,2,5,5,X,0
9,4,B,4,0,4,5,X,0
28,5,F,3,0,3,5,X,0
35,6,C,5,0,5,5,X,0
47,7,A,2,0,2,5,X,0
65,0,D,2,3,5,5,X,0
94,8,H,4,0,4,5,X,0
17,9,E,4,0,4,6,X,0
59,10,B,5,0,5,6,X,0
76,5,F,3,3,6,6,X,0
77,7,A,2,2,4,6,X,0
78,11,C,5,0,5,6,X,0
37,2,B,3,2,5,8,X,0
51,9,E,2,4,6,8,X,0
50,2,B,4,5,9,9,X,0
66,12,G,4,0,4,9,X,0
84,1,C,4,5,9,9,X,0
2,12,G,6,4,10,10,X,0
13,6,C,2,5,7,10,X,0
16,13,L,4,0,4,10,X,0
27,0,D,2,5,7,10,X,0
39,3,D,6,2,8,10,X,0
68,7,A,6,4,10,10,X,0
74,4,B,3,4,7,10,X,0
33,13,L,2,4,6,11,X,0
89,14,F,6,0,6,11,X,0
91,15,A,6,0,6,11,X,0
3,6,C,4,7,11,12,X,0
30,2,B,2,9,11,12,X,0
56,0,D,3,7,10,12,X,0
70,16,D,5,0,5,12,X,0
83,17,M,6,0,6,12,X,0
98,13,L,3,6,9,12,X,0
34,17,M,2,6,8,13,X,0
52,4,B,5,7,12,13,X,0
72,10,B,5,5,10,13,X,0
0,5,F,3,6,9,14,X,0
57,0,D,4,10,14,14,X,0
58,8,H,4,4,8,14,X,0
11,9,E,3,6,9,15,X,0
12,11,I,6,7,13,15,O,0
14,10,B,5,10,15,15,X,0
29,17,B,5,10,15,15,O,0
45,2,B,2,11,13,15,X,0
48,1,C,4,9,13,15,X,0
97,5,F,3,9,12,15,X,0
99,12,G,5,10,15,15,X,0
20,7,A,4,10,14,16,X,0
86,9,E,6,9,15,16,X,0
90,15,A,6,6,12,16,X,0
36,7,A,2,14,16,17,X,0
75,8,H,3,8,11,17,X,0
80,0,D,3,14,17,17,X,0
82,5,F,2,12,14,17,X,0
87,15,A,3,12,15,17,X,0
18,13,K,5,11,16,18,O,0
41,2,B,3,13,16,18,X,0
49,4,B,4,12,16,18,X,0
67,11,I,5,13,18,18,X,0
96,2,B,2,16,18,18,X,0
1,8,I,4,13,17,19,O,0
92,10,B,4,15,19,19,X,0
38,5,F,6,14,20,20,X,0
40,7,A,3,16,19,20,X,0
54,0,D,2,17,19,20,X,0
61,15,A,5,15,20,20,X,0
71,17,B,5,15,20,20,X,0
22,6,I,5,13,18,21,O,0
25,3,D,5,8,13,21,X,0
26,14,F,2,6,8,21,X,0
32,4,B,5,16,21,21,X,0
64,14,F,6,8,14,21,X,0
81,9,E,6,15,21,21,X,0
85,1,C,4,13,17,21,X,0
5,3,D,6,13,19,22,X,0
19,16,D,5,5,10,22,X,0
55,2,B,3,18,21,22,X,0
79,8,I,6,17,23,22,X,1
7,10,B,4,19,23,23,X,0
43,17,B,3,20,23,23,X,0
44,14,F,5,14,19,23,X,0
46,0,D,3,19,22,23,X,0
60,16,J,5,12,17,23,O,0
93,6,I,3,18,21,23,X,0
4,7,A,4,19,23,24,X,0
8,15,A,2,20,22,24,X,0
62,3,D,6,19,25,24,X,1
69,15,A,5,22,27,24,X,3
88,14,F,5,19,24,24,X,0
10,9,E,5,21,26,25,X,1
23,0,D,4,22,26,25,X,1
24,12,G,2,15,17,25,X,0
42,16,J,6,17,23,25,X,0
53,13,M,4,18,22,25,O,0
63,12,L,6,19,25,25,O,0
73,2,B,5,21,26,25,X,1
